comment_se	comment_en	tags
Den automatiska svarstjänsten kunde inte ge mig svar på hur jag tar ut transaktioner inom ett datumintervall - Jag lyckades alternativt inte att ställa rätt fråga. Det kan vara så att funktionen inte finns i den nya versionen av er internetbank.	The automatic svarstjnsten could not give me the answers to how I take out transactions within a date range - I managed alternatively not stlla right frga. It can be as feature is not available in the new version of your internet banking.	Content; Requested feature; 
varför kan jag inte beställa nytt bankid på fil? Behöver den direkt.	Why can not I order new BankID on file? Do it right away.	BankID on file; Misunderstood feedback feature; 
Funkar inte i telefon. (Iphone)	Does not work on the phone. (IPhone)	UX/UI issue; Unable to sign in apps; 
"Nu har jag försökt att ge feedback.
4 ggr, men inte ens denna feedback- sida
fungerar som den skall.
En RIKTIGT dålig sida !!!**************
Faktiskt den sämsta jag vet.
Ni får gärna höra av Er till mig.
Annars byter jag antagligen bank.

Med -mindre-vänliga hälsningar
J**************

Ps. Om ni inte vet vem jag är så beror
det på  att vi inte skall lämna 
personnummer på denna sida. Ds"	"Now I frskt to provide feedback.
4 times, but not even this feedback page
works as it should.
A really walk-through side !!! **************
Actually the smsta I know.
You hear from green to contact me.
Otherwise I change probably banking.

With -less-friendly hlsningar
J **************

Ps. If you do not know who i r s due
the p that we will not leave
personal p this page. ds"	Feedback form broken for Edge; Tech issue / bug; 
"söker Beställa rapporter som jag brukar använda som underlag till bokföring.

när jag gör en transaktionslista per månad, blir datumen i omvänd ordning så listan blir baklänges i datum..!?"	"takes Bestlla reports that I tend to use the underlay for bokfring.

No. I go a transaction list per mnad, the dates in order omvnd's list becomes baklnges date ..!?"	Requested feature; Sorting; 
Mitt nya kort med kod går ej att aktivera/handla med varken i butik eller via bankomat. Svindålig info och guide i appen hur jag ska kunna aktivera telefonbanken. Får ju inte tag på er på nåt jävla sätt. Står nu utan pengar pga er.	My new card with the code makes no enable / trade either in store or via ATM. Svindlig info and guide in the app how I can activate the phone bank. Fr's not hold p s p nt jvla way. Str now without money because of you.	Cards function; UX/UI issue; 
tydliga och enkla instruktioner.	clear and simple instructions.	Clear instructions; Praise; 
"Gör om och gör rätt!
det räcker inte med att ha gladare färger.
Det är fruktansvärt opedagogiskt upplagt.
Låt inte data-nördarna lägga upp gränssnitten.
Pröva varje tänkbar fel-klickning istället för att låta den som skapat sidan pröva om det funkar."	"Gr and gr right!
it rcker not to have happier colors.
It is terribly opedagogiskt organized.
Lt. no data nrdarna Allocating up grnssnitten.
Prva each tnkbar fault-click instead fr to let the person who created the page Prva if it works."	Look and feel; UX/UI issue; 
Kan inte be om nytt kort, skickas mellan versionerna av er sida	Can not ask for new cards, sent between versions of your page	Cards / Order new debit card; Tech issue / bug; 
Tydliga instruktioner.	Clear instructions.	Clear instructions; Praise; 
Enkel översikt samt tydliga instruktioner. Inga konstigheter!	Simple overview and clear instructions. Nothing strange!	Clear instructions; Praise; 
By be done asking me how easy it was. yeah yeah it is easy now let me be.	By asking donated asking me how easy it was. yeah yeah it is easy now let me ask.	Annoyed by feedback; Popcorn team needs to review; 
"Jag tycker det är tråkigt att när man går in så har jag 10/meddelande eller fakturor. Går och kollar jag har 5 fakturor som även vissas som meddelande och fakturor. Den funktionen får ni gärna tabort. Sedan när jag kör e fakturor skulle jag vilja ha möjligheten att ta alla fakturor och bestäma direkt betalning inte behöva gå in på alla.
Sedan väntar jag och längtar och till och med funderar på att skaffa mig ett klarna kort då man fortfarande inte kan ha appelpay. Det är faktiskt mycket dåligt.
"	"I think it is trkigt that no one makes the s I 10 / message or invoices. Gr and do I have five invoices vein vissas that message and invoices. The function for you green Erase. Then when I SEK email invoices I would like to have the possibility to take all invoices and bestma direct payment is not behva g into p all.
Since awaits me and longing and even are considering to get me a clearer brief d still can not have appelpay. It is actually very dligt."	Double reminders for invoice; UX/UI issue; 
det är smidigt och tydliga instruktioner	it is smooth and clear instructions	Clear instructions; Praise; 
Perfekt med chattfunktion! Hade dock önskat att den bemannades av en fysisk person.	Perfect with chat feature! However, had the required track that was manned by a natural person.	Live Chat; Praise; 
Återinför det som hette ekonomisk översikt i gamla sidan. Den var tydlig och klar.	terinfr it called economic overview in the old site. It was clear and complete.	Account / Overview; Cards / Overview; 
Se till att websidan fungerar så man kan använda funktionen att bli kund online, jag fick försöka ett dygn. Ta även bort hänvisningen att Swedbank har kontor i Borås, det stämmer inte längre.	Make sure that the website's functions you can use to get customers online, I got frska one day. Take away even hnvisningen Swedbank has offices in Bor, the stmmer no longer.	Tech issue / bug; Wrong information; 
"Om jag slår in bg så måste jag bekräfta det med en extra knapptryckning. Samtidigt som meddelandet till mottagaren försvinner och man måste lägga in meddelandet igen. När man matat in bg så önskar jag att man bara  ""tabbar sig"" vidare. Gör man så försvinner meddelandet därav att man måste mata in det 2 ggr. Jag har lagt upp mottageren en gång och det räcker som kontroll. 
Tack för att jag får möjlighet att uttala mig.
Mvh
****"	"If I slr in bg's, I have to confirm the that with an extra touch. While the message to the recipient disappears and you must Allocating the message again. No one entered bg so wish me to just ""tabs to"" on. Gr man's message disappears brewers that you must enter the 2 times. I've posted mottageren one once and it rcker as control.
Thanks from me for the opportunity to speak.
Sincerely
****"	Bankgiro; UX/UI issue; 
Avtal i förkortad version	Agreement in frkortad version	Agreements hard to understand; Communication / information; 
första steget är missvisande. Jag klickar på bankid knappen men den fugnerade inte och visade sig att det inte var en knapp fast det ser ut som en knapp utan att jag ska trycka på den under, många som nog gör samma fel som mig och ger upp efter några försök	The first step is misleading. I click on the button BankID but fugnerade not and proved that it was not a button, though it looks like a button, but I'll touch on it under, many who probably makes the same mistake as me and give up after a few frsk	UX/UI issue; bankID button is misleading; 
Jag önskar få nytt bank kort , den jag har nu har gått sönder	I wish f new bank card, the one I have now gone snder	Cards / Order new debit card; Misunderstood feedback feature; 
Bra instruktioner	good instructions	Clear instructions; Praise; 
Genom att göra en rakare struktur i dokumentet ,så att man inte behöver gå tillbaka och öppna andra sidor.	By making a straighter structure in the document, ensure that you do not need g back and open other pages.	Agreements hard to understand; Communication / information; 
